name,image,originalPrice,price,discount,ratingScore,review,location,description,brandName,inStock
GTX650 Graphics Card 2GB DDR5 128Bit PCIE 2.0 Desktop Gaming Graphics Card HDMI-Compatible/DVI/VGA Video Card,https://static-01.daraz.com.bd/p/a9a03881f7d54c5967082a7c0f3bd303.jpg,14831,9569,-0.35,Not Available,0,China,,No Brand,TRUE
GTX750TI Extre pee Graphi 2GB R5 128 1072/1350 Hz +VI+H PCI-E3.0 k PC Gag Graphi,https://static-01.daraz.com.bd/p/e3898d53ee413545d102c9d4ecbfa2af.jpg,19597,12978,-0.34,Not Available,0,China,,No Brand,TRUE
2X Mini PCIe to PCI Express 16X Riser for Laptop External Graphics Card EXP GDC BTC Miner MPCIe to PCI-E Slot,https://static-01.daraz.com.bd/p/74fc92e9dc51d0de3185505cc1abae7c.jpg,2805,1550,-0.45,Not Available,0,China,,No Brand,TRUE
external laptop graphics card-1 x Discrete Graphics Kit-As Shown,https://static-01.daraz.com.bd/p/785ebb1d7c8ef34bc41d78e65e75dccb.jpg,8664,5449,-0.37,Not Available,0,China,"EXP GDC is an external device for laptops; it can help them use independent external -performance graphics, can use any one pci-e interface device, improve the performance of laptops, and allow them to meet the -performance graphics required by games.The EXP GDC Notebook External Discrete Graphics Dock has an Express Card data cable and 6-pin/8-pin  cable.The enhanced MINI PCI-E cable uses a 26-pin connector that supports Type 54 and Type 34 Express card connectors.With 6-pin connector for connecting to the graphics card  supply; 8-pin connector for connecting EXP GDC  supply.Industrial applications such as engineering surveying, data acquisition, server debugging, GPU computing can of course also be used to access most graphics cards for gaming.'",No Brand,TRUE
TEUCER Graphics Card GPU Holder Vertical Telescopic Rotating Stand Bracket Magnetic GPU Video Card Holder VC-15 Mini White,https://static-01.daraz.com.bd/p/826a35811b31523e3c2f0f124d31d192.png,907,647,-0.29,Not Available,0,China,,No Brand,TRUE
"ARKTEK GRAPHICS CARD AKN210D3S1GL1,G210 1GB DDR3 64Bit",https://static-01.daraz.com.bd/p/ea6364551f35135b70f3d4021319976f.jpg,3800,3800,Not Available,Not Available,0,Bangladesh,,ARKTEK,FALSE
4X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/202c7e025098cbd7e1fd465e175feaee.jpg,21700,10940,-0.5,Not Available,0,China,"1.With an HDMI, you can connect to a TV to let you enjoy HD pictures.2.With a DVI, a VGA, can be connected to the monitor or the LCD screen can be used.3.Compatible with DDR3 high speed video memory.4.Fits for motherboard with PCI-E slot.5.Low  consumption.'",No Brand,TRUE
RX580 8GB 2048SP RX580 Desktop Game Video Car DDR5 256Bit Game HD Graphics Cards,https://static-01.daraz.com.bd/p/e5d7bcdaf881debebc853ede000f502d.png,15240,9863,-0.35,Not Available,0,China,,No Brand,TRUE
TH3P4G3 Mini for Thunderbolt-Compatible GPU Dock Graphics Card USB3.0,https://static-01.daraz.com.bd/p/0d241e68c9ca6f4a264b7b733edb034e.jpg,27874,18362,-0.34,Not Available,0,China,,No Brand,TRUE
GPU GDDR5 128Bit GTX550Ti 8G Computer Graphics Card Desktop Game Graphics Card DVI Video Graphics Card,https://static-01.daraz.com.bd/p/0011564cade3cc1a0daa15adc166b2e1.png,18630,12052,-0.35,Not Available,0,China,,No Brand,TRUE
GTX1060 5GB DDR5 160Bit Graphics Card+4Pin To 6Pin Cable,https://static-01.daraz.com.bd/p/e759fefc09aaaebe4ce6ae254b0112e7.jpg,26697,17773,-0.33,Not Available,0,China,,No Brand,FALSE
R9 370 Graphics Card 4G for AMD Desktop Computer Game Graphics Card 4G GDDR5 256BIT 860/1200MHZ PCI-E3.0 HD+DVI+DP Duals Fan,https://static-01.daraz.com.bd/p/4a412bbf978d6ca98687d7988b0c5772.png,17883,12019,-0.33,Not Available,0,China,,No Brand,TRUE
RX580 8GB for AMD Game Graphics Card DDR5 256BIT 2048SP 1284M/8100MHz,https://static-01.daraz.com.bd/p/c6fcb8431524b0f642dd6f4d6c9f33c5.jpg,18342,12242,-0.33,Not Available,0,China,,No Brand,TRUE
PC Graphics Card for AMD 8GB 256Bit 2048SP GDDR5 1206MHZ/6000MHZ PCI-Express 3.0 16X,https://static-01.daraz.com.bd/p/50404b7848256e95c94f555d1b516527.png,14593,9699,-0.34,Not Available,0,China,,No Brand,TRUE
Graphics Card RX580 8G 2048SP Gaming Graphics Card GDDR5 256Bit,https://static-01.daraz.com.bd/p/f91f1f40f99a7a2ad231289f082291ec.png,17319,11609,-0.33,Not Available,0,China,,No Brand,TRUE
GT730 2GB DDR3 64Bit Graphics Card 28Nm 902Mhz 800Mhz PCI E 2.0 DVI,https://static-01.daraz.com.bd/p/62f72dc77fb18adf439b07f7509973ce.jpg,12450,6216,-0.5,Not Available,0,China,,No Brand,FALSE
COLORFUL GeForce GT730K LP 2GD3 Graphics Card 28Nm 2GB GDDR3 64Bit,https://static-01.daraz.com.bd/p/c4e2192a5a23ccc30d08b7e6fb124809.jpg,16004,8006,-0.5,Not Available,0,China,,No Brand,TRUE
Cimiva Usb 3.0 PCIE Extension Cable Riser Ver 009S Express 16X 6 Pin Power Cable-blue,https://static-01.daraz.com.bd/p/2e1d217388c43cbaa296d22c81c44c37.jpg,1132,871,-0.23,Not Available,0,China,"1. Safe and stable: The graphics card power supply adopts four FP solid capacitors, which makes the graphics card power supply more stable and safe.', '2. Strong power supply capability: The extension cord with 6P interface (16A power supply capability) strengthens the power supply and completely solves the problem of insufficient power supply capability. The graphics card slot adopts the original imported connector, which makes the graphics card contact better.', '3. Easy to use: The slot is equipped with a fixed buckle, which is convenient for the disassembly and fixation of the graphics card, so that the graphics card will not fall off from the slot.', '4. High conversion rate: using power protection, using integrated inductors and graphics card solid capacitors, the power conversion efficiency can reach 95%.', '5. Reduce the burden: The GPU expansion adapter card has a 6pin interface, which can be easily connected, and the 6pin interface can also reduce the burden on the mainboard.'",Cimiva,TRUE
1 Piece Computer Graphics Card Holder ARGB GPU Holder Adjustable Support Stand Black,https://static-01.daraz.com.bd/p/f7ed0e4758447ae910ef1de5d17ea826.jpg,2676,1521,-0.43,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,White",https://static-01.daraz.com.bd/p/e44229078d3016547021a1fcf3e64bee.png,3347,1762,-0.47,Not Available,0,China,,No Brand,TRUE
4X GT730 image Card 64Bit GDDR3 GT 730 D3 Game Video Cards,https://static-01.daraz.com.bd/p/9ba1edd4b7badd88d84266b22ef623cb.jpg,23606,11747,-0.5,Not Available,0,China,"1.With an HDMI, you can connect to a TV to let you enjoy HD pictures.', '2.With a DVI, a VGA, can be connected to the monitor or the LCD screen can be used.', '3.Compatible with DDR3 high speed video memory.', '4.Fits for motherboard with PCI-E slot.'",No Brand,TRUE
GTS450 1GB GDDR5 Desktop Computer HD Game Graphics Card,https://static-01.daraz.com.bd/p/3406549a668eb4d54011d8b938e33a38.jpg,13974,6922,-0.5,Not Available,0,China,,No Brand,TRUE
2X GBS8200 CGA/EGA/YUV/RGB to VGA Output Arcade Jamma Game HD Video Converter Board Monitor to LCD GBS-8200,https://static-01.daraz.com.bd/p/74fd262b34ed77ba6d5e52c8f6688e02.png,7852,5166,-0.34,Not Available,0,China,,No Brand,TRUE
R5 230 Graphics Card 1GB GDDR3 64Bit 40Nm 625MHz 533MHz PCIE 2.0,https://static-01.daraz.com.bd/p/aba3767be944dd8f25e1a4d8746001ae.jpg,8866,4427,-0.5,Not Available,0,China,,No Brand,TRUE
2X PCI-E Expansion Card PCIE to AV Surveillance HD 640X480 Resolution Video Capture Card Built-in CX23881 Chip,https://static-01.daraz.com.bd/p/63bb59dd9fa3a3b3d75755e76e95f127.png,11448,6695,-0.42,Not Available,0,China,,No Brand,TRUE
"1Set Suction Bracket Chassis Fan Graphics Card Fixed Support Frame Graphics Card Bracket Portable ,Black 1",https://static-01.daraz.com.bd/p/f92a3a1ce99760fb37420ff60818313e.jpg,2832,1582,-0.44,Not Available,0,China,,No Brand,TRUE
1 Piece Black Accessories GT730 GF108 Graphics Card DVI VGA HDMI-Compatible Interface PCI Express 2.0 Half-Height Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/a2525ac588821b75a1e246c7aec8bd15.jpg,13566,6707,-0.51,Not Available,0,China,,No Brand,TRUE
R9 370 4G for AMD Extreme Speed Graphics Card 4GB DDR5 256BIT 860/1200MHZ PCI-E 3.0 Computer Desktop Graphics Card,https://static-01.daraz.com.bd/p/b6fc01a01c97770e5afe0c72f519d2b2.jpg,26100,13015,-0.5,Not Available,0,China,"For AMD R9 370 4GB extreme speed graphics card, with silent cooling fan has low noise and can work quietly, which is very suitable for desktop use.', 'HDMI-compatible interface. It can be connected to a high-definition TV. The high-definition LCD display allows you to enjoy the high-definition picture.', 'DVI interface and DP interface can be connected to a monitor or LCD screen can be used.', 'The game graphics card runs smoothly and stably, giving you a better gaming experience.'",No Brand,TRUE
1 Piece GT610 1GB Graphics Computer Desktop Gaming Small Case DDR3 Memory VGA Video Card,https://static-01.daraz.com.bd/p/8e86d07b6a4a216e5ee6c82d85beabf5.png,4106,2701,-0.34,Not Available,0,China,,No Brand,TRUE
"1Set Suction Bracket Chassis Fan Graphics Card Fixed Support Frame Graphics Card Bracket Aluminum Alloy ,White 1",https://static-01.daraz.com.bd/p/aadc846408368637fb1c65aa1039fd85.png,1815,1100,-0.39,Not Available,0,China,,No Brand,TRUE
2X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/b0ef967ec0f1068fcc44413b7c8d6332.jpg,13472,5881,-0.56,Not Available,0,China,"1.With an HDMI, you can connect to a TV to let you enjoy HD pictures.', '2.With a DVI, a VGA, can be connected to the monitor or the LCD screen can be used.', '3.Compatible with DDR3 high speed video memory.', '4.Fits for motherboard with PCI-E slot.'",No Brand,TRUE
4X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/606f5ecbb4a9a471b4a12dd9f84afba2.jpg,1857,1222,-0.34,Not Available,0,China,,No Brand,TRUE
PCI-E 3.0 X16 Extension Cable+ Gaming Graphics Card Mounting Bracket,https://static-01.daraz.com.bd/p/f136803f84bdccdf24a0a24c41c45cdd.jpg,5196,2575,-0.5,Not Available,0,China,,No Brand,TRUE
DIY Thunderbolt3/4-Compatible GPU Dock Notebook to Graphics Card Adapter Notebook to Video Card Replacement Spare Parts for 3A Game 3D Design,https://static-01.daraz.com.bd/p/572aa39b8e405b39f78423386df5e0c6.png,33024,17381,-0.47,Not Available,0,China,,No Brand,TRUE
DDR3 128BIT Desktop Computer Graphics Card Half Height Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/a28947e2739447e37d4d6e30baa973d2.jpg,11450,6596,-0.42,Not Available,0,China,,No Brand,TRUE
2X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/6c03164bb4da5208f66961d575497a2a.png,1121,738,-0.34,Not Available,0,China,,No Brand,TRUE
HD7450 Graphics Card 64Bit 2GB GDDR3 PCI-E 2.0 X16 for AMD Radeon HD,https://static-01.daraz.com.bd/p/9f027c8d5b2fabbfbd377ba7bd0330d1.jpg,8822,4410,-0.5,Not Available,0,China,"Brand and .', 'Easy to install: This product is very easy to install, no additional tools are needed, and the installation process is very convenient.', 'Exceptional appearance: This product has a frosted appearance, it has an exceptional appearance.', 'Golden Finger: This product has an excellent selection of materials. It is durable and practical.'",No Brand,TRUE
6X PSU 8Pin to Dual 8Pin(6+2) Pin PCIe Modular Supply Cable for EVGA Supernova G2 G3 P2 T2 GS 650 750 850,https://static-01.daraz.com.bd/p/8b801af491b13a27e5a4df213c2b0479.png,4855,2712,-0.44,Not Available,0,China,,No Brand,TRUE
"Graphics Card Bracket Aluminum Alloy Magnetic Suction Bracket,Black",https://static-01.daraz.com.bd/p/16cadd647a3704ea178bde0389978544.png,1586,797,-0.5,Not Available,0,China,,No Brand,TRUE
1 Piece GTX750Ti 2GB DDR5 28Nm 1072Mhz 1350Mhz Graphics Card PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/02e372ea7a485d3dd5dc4e5df8401493.jpg,24446,12087,-0.51,Not Available,0,China,,No Brand,TRUE
3X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/249577105fe29cd15c67a997064b946b.png,1489,980,-0.34,Not Available,0,China,,No Brand,TRUE
"1Set Chassis Fan Graphics Card Fixed Support Frame Graphics Card Bracket Aluminum Alloy ,White 2",https://static-01.daraz.com.bd/p/db26a4748c2555177bbfb4623800579d.png,3313,1699,-0.49,Not Available,0,China,,No Brand,TRUE
1 PCS GX-30 Graphics Card Bracket Jack Support Frame ITX Small Chassis Graphics Card Bracket Plus,https://static-01.daraz.com.bd/p/58400edb58256d90f5b5de6155eab0d4.jpg,1287,681,-0.47,Not Available,0,China,,No Brand,TRUE
3X M.2 M-Key Pcie Expansion Cards M.2 to Pci-E X1 4 Port USB3.0 Graphics Card Expansion Adapter ASM1184E M.2 Adapter,https://static-01.daraz.com.bd/p/655d14f0127d356db19237d57cae584e.png,9779,5463,-0.44,Not Available,0,China,,No Brand,TRUE
1 PCS GX-30 Graphics Card Bracket Jack Support Frame ITX Small Chassis Graphics Card Bracket Medium,https://static-01.daraz.com.bd/p/67e4987609a06a6f7dca487e0ea3740b.jpg,898,519,-0.42,Not Available,0,China,,No Brand,TRUE
6X M.2 M-Key Pcie Expansion Cards M.2 to Pci-E X1 4 Port USB3.0 Graphics Card Expansion Adapter ASM1184E M.2 Adapter,https://static-01.daraz.com.bd/p/31f2de80152dee55b49e6a38f8e40e35.jpg,19346,10748,-0.44,Not Available,0,China,,No Brand,TRUE
1 Piece High Quality Parallel Port DB25 25Pin Pcie Riser Card LPT Printer to PCI-E Express Card Converter Adapter AX99100,https://static-01.daraz.com.bd/p/c50b574c36d2df27085b52a4a1cb7359.png,1916,1014,-0.47,Not Available,0,China,,No Brand,TRUE
"Graphics Card Bracket Aluminum Alloy Magnetic Suction Bracket,White",https://static-01.daraz.com.bd/p/0d4812a542bb7fd1146f28ce8b2ae2a4.png,1586,797,-0.5,Not Available,0,China,,No Brand,TRUE
3X Graphics Card GPU Holder Support Adjustable Telescopic Rotary Screw Video Card Sag Bracket Desktop(Plus),https://static-01.daraz.com.bd/p/a9fca6de44951229a21b00fe593f578e.png,1782,1172,-0.34,Not Available,0,China,,No Brand,TRUE
Computer Protection Bracket Graphics Card GPU Holder Support Adjustable Telescopic Bracket Silver,https://static-01.daraz.com.bd/p/e6f38416ef5a15342aaa5101ff66df67.jpg,1292,663,-0.49,Not Available,0,China,,No Brand,TRUE
GT730 Graphics Card 2GB GDDR5 64Bit 28Nm 902MHz 5012MHz PCI Express 2.0 HDMI-Compatible+VGA+DVI Video Card,https://static-01.daraz.com.bd/p/b0c933441f7ca646e08ec4827a05156a.jpg,16046,7929,-0.51,Not Available,0,China,"Product Name: Graphics Card', 'Product Model: GT730 2GD5 64BIT', 'GPU: GT730', 'Chipset Process: 28nm'",No Brand,TRUE
6X PCI-E 6 Pin to 2 Ports 6+2 Pin Supply Cable 6Pin to 8Pin for Cooler Master V Series V850 V700 V1000 Modular PSU,https://static-01.daraz.com.bd/p/d771c4d919fcb2eb38960b4e40eea15d.jpg,4188,2186,-0.48,Not Available,0,China,,No Brand,TRUE
OUMERY RX580 8GB for AMD Game Graphics Card DDR5 256BIT 2048SP 1284M/8100MHz PCI-E3.0 16X 3XDP 1XHD 1XDVI 8Pin Dual Fan Card,https://static-01.daraz.com.bd/p/c6fcb8431524b0f642dd6f4d6c9f33c5.jpg,23590,15622,-0.34,Not Available,0,China,,No Brand,TRUE
OUMERY RX580 8G AMD Gaming Graphics Card 8GB GDDR5 256BIT 2048SP 1206MHz/1500 MHz PCI-E3.0 X16 DVI DP HDMI-Compatible Interface,https://static-01.daraz.com.bd/p/89bd88f39c0c8ca3add8226dd0fbbf90.jpg,21052,12169,-0.42,Not Available,0,China,,No Brand,TRUE
TH3P4G3 Mini for Thunderbolt-Compatible GPU Dock Graphics Card USB3.0,https://static-01.daraz.com.bd/p/0d241e68c9ca6f4a264b7b733edb034e.jpg,38576,20629,-0.47,Not Available,0,China,,No Brand,TRUE
PELADN RTX 3050 8GB GDDR6 Graphic Card 128Bit 3DP+HD GPU Dual Fans,https://static-01.daraz.com.bd/p/bf64504ebca5970098a605415c919893.png,76487,45528,-0.4,Not Available,0,China,,No Brand,TRUE
TH3P4G3 TH3P4G3 Mini GPU Dock Graphics Card External Graphics PD 60W 40Gbps DC / ATX,https://static-01.daraz.com.bd/p/9daa3a0af5331d1d63b58d614add2db3.png,33330,20078,-0.4,Not Available,0,China,,No Brand,TRUE
Graphics Card GTX1060 3GB Video Card 192Bit GDDR5 GPU Video Card Desktop Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/b1454b4c22f764735dca2525aa8c10e3.jpg,14342,8436,-0.41,Not Available,0,China,,No Brand,TRUE
AFOX NVIDIA Geforce GTX750 4GB GDDR5  Dual Fan Graphics Card,https://static-01.daraz.com.bd/p/1b2a80c00fdee827956cca5af5aeaaf9.jpg,18000,18000,Not Available,Not Available,0,Bangladesh,,AFOX,FALSE
PNY GeForce RTX 3060 TI 8GB VERTOâ„¢ LHR Dual Fan,https://static-01.daraz.com.bd/p/b964667fc87937d0047241232130e5e3.jpg,65000,62500,-0.04,Not Available,0,Bangladesh,"8GB Capacity', '256-bit Memory Interface', '7680 x 4320 @60Hz (Digital) Resolution', '1 x 8-pin Connectors', 'V3x DisplayPort 1.4a, HDMI 2.1 Outputs', 'Best-In-Class Performance', 'Stream Processors', '3 Years Warranty'",PNY,TRUE
1 Piece 28Nm 1072Mhz 1350Mhz Graphics Card PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/341e053d4fd84e55547d18baa811ff76.jpg,15411,10274,-0.33,Not Available,0,China,,No Brand,TRUE
PCI-E X8 X16 Double Disk Transfer Card,https://static-01.daraz.com.bd/p/6ea77e225fa4b99cdc49ecca537ca74b.jpg,3601,2196,-0.39,Not Available,0,China,,No Brand,TRUE
"2X GT210 1G D2 64BIT Image Card, Dual-Screen Bright Image Card Supports Large and Small Chassis/All-In-One/Desktop",https://static-01.daraz.com.bd/p/a3c468704912d8e68ff76698603cec93.jpg,7383,4922,-0.33,Not Available,0,China,"Graphics card', 'graphics card for gaming pc', 'graphics card', 'graphics card for game', 'graphics card for HDMI'",No Brand,TRUE
ATI HD6770 1G DDR5 128Bit HDMI+VGA+DVI Independent Graphics Card,https://static-01.daraz.com.bd/p/f23c0693e726c6b419fee2ed96d28045.jpg,8377,5585,-0.33,Not Available,0,China,,No Brand,TRUE
Graphics Card Desktop GT610 2GB DDR3,https://static-01.daraz.com.bd/p/a8c079e04038139384bd7c2437b6bdef.jpg,10000,10000,Not Available,5,1,Bangladesh,,No Brand,TRUE
GTX550TI Graphics Card 128Bit 2GB GDDR5 Desktop Computer Game HD Graphics Card PCIE 2.0 DVI-I VGA Video Card,https://static-01.daraz.com.bd/p/aa03371895d5ca0a225ad48717aacffc.jpg,9038,5869,-0.35,Not Available,0,China,,No Brand,TRUE
M.2 Nvme Ssd Adapter M2 To Pcie 3.0 X16 Controller Card M Key Interface Support Pci Express 3.0 X4 2230-2280 Size,https://static-01.daraz.com.bd/p/49d3a82df5fb28bb7bcb75ce04e1fb4c.jpg,692,670,-0.03,Not Available,0,China,"Type:Add On Cards,PCI To USB 2.0 Card,PCI To 1394 Card,PCI-E To USB 3.0 Card,PCI-E 4X To 16X Card,PCI-E 1X To 16X Card,PCI-E To M.2 Card,PCI Raid Card,PCI-E Raid Card,Diagnostic Card,PCI-E Graphic Card To Exteranl Card,PCI-E To USB 3.1 Card,MINI PCI-E To PCI-ECard,M.2 SSD To PCI-E', 'Model Number:TXB008', 'Product name: PCIE NVME m.2 SSD To PCIE X16 Expansion Card', ""Input interface: M-Key M.2 NVME ( Don't Support SATA Protocol m.2 NGFF)""",No Brand,TRUE
Graphics Card Desktop GT710 2GB PCI Express,https://static-01.daraz.com.bd/p/ca5a48875d95432607bfc88b4d598d09.jpg,7500,7500,Not Available,5,2,Bangladesh,,No Brand,TRUE
COOLMOON GT8 Graphics Card Bracket ARGB Computer Shenguang Synchronous Horizontal Chassis Decoration Fixed GPU Support Bracket,https://static-01.daraz.com.bd/p/f24a4860873900b3cef4ff4038d0895b.jpg,1212,1186,-0.02,Not Available,0,China,,No Brand,TRUE
Graphics Card GT730 4GB Graphics Card DDR3 128BIT Desktop Computer Graphics Card,https://static-01.daraz.com.bd/p/70d407904ba96c0044577eeeca31fba4.jpg,5502,5502,Not Available,Not Available,0,China,,No Brand,TRUE
Afox GeForce GT 240 1GB GDDR3 Graphics Card (AF240-1024D3L2),https://static-01.daraz.com.bd/p/aa3602fcb3cf25bebc0d9e9e7bd4076c.png,3700,3500,-0.05,Not Available,0,Bangladesh,,AFOX,TRUE
